feature_id,return_period_2,return_period_5,return_period_10,return_period_25,return_period_50,return_period_100
5866423,1.58,2.94,3.85,4.99,5.83,6.67
22069888,2.58,6.84,9.67,13.24,15.89,18.52
17863228,4.09,8.33,11.15,14.7,17.34,19.96
11688352,9.72,17.66,22.92,29.56,34.49,39.38
9865562,20.43,32.39,40.3,50.31,57.73,65.1
6177114,24.38,38.16,47.28,58.81,67.36,75.85
11688890,33.44,62.7,82.08,106.56,124.72,142.75
9755474,71.74,122.31,155.8,198.11,229.49,260.65
10190276,90.31,132.21,159.95,195.01,221.01,246.82
1827564,125.06,189.49,232.14,286.03,326.01,365.7
916821,8.3,11.67,13.9,16.72,18.81,20.88
4495704,15.75,26.15,33.03,41.73,48.19,54.59
10782344,12.12,29.52,41.03,55.58,66.38,77.09
6496726,23.21,37.61,47.14,59.19,68.13,77.0
482410,18.05,67.58,100.38,141.82,172.56,203.08
23700105,109.04,163.37,199.34,244.79,278.51,311.98
28123621,196.05,298.74,366.72,452.62,516.35,579.6
19222549,619.0,1018.48,1282.98,1617.16,1865.08,2111.17
23980375,925.64,1489.39,1862.65,2334.25,2684.12,3031.4
12163800,9.42,18.06,23.78,31.01,36.37,41.69
2885002,13.87,22.84,28.78,36.28,41.84,47.36
4393225,41.16,75.05,97.49,125.84,146.87,167.75
10116002,39.44,95.12,131.98,178.55,213.11,247.4
7331192,29.86,111.97,166.33,235.01,285.97,336.55
2617248,101.23,158.32,196.12,243.87,279.3,314.47
8431736,148.33,507.67,745.58,1046.19,1269.19,1490.55
4994047,260.04,528.14,705.65,929.93,1096.31,1261.47
8465429,329.87,610.15,795.72,1030.18,1204.13,1376.78
23744100,489.94,789.38,987.64,1238.14,1423.97,1608.44
23850295,842.71,1496.8,1929.86,2477.04,2882.97,3285.9
7318204,18.22,35.15,46.36,60.52,71.03,81.46
1136258,16.85,37.5,51.17,68.45,81.26,93.98
23850753,29.17,43.59,53.14,65.21,74.16,83.04
13853161,7.77,52.46,82.04,119.42,147.15,174.68
5895964,42.09,68.08,85.28,107.02,123.14,139.15
21539336,25.09,74.82,107.74,149.34,180.21,210.84
13292364,52.94,104.27,138.26,181.2,213.05,244.67
11622056,214.89,341.75,425.74,531.87,610.6,688.75
1722317,395.18,598.76,733.55,903.86,1030.2,1155.61
13344864,5.22,6.55,7.43,8.54,9.36,10.18
191767,9.06,16.65,21.68,28.04,32.75,37.43
6129565,24.15,34.64,41.58,50.35,56.86,63.31
19387554,30.8,57.96,75.95,98.67,115.52,132.25
9756570,52.67,85.08,106.54,133.66,153.77,173.74
3322258,394.42,665.49,844.96,1071.73,1239.96,1406.94
8847219,650.59,1318.89,1761.37,2320.43,2735.18,3146.86
15594647,0.93,1.89,2.52,3.32,3.91,4.5
9698267,19.19,33.1,42.31,53.95,62.58,71.15
6206816,39.51,62.82,78.26,97.76,112.23,126.6
5923734,44.2,93.29,125.79,166.86,197.32,227.56
1274826,20.65,93.35,141.48,202.29,247.41,292.2
10646003,27.03,104.59,155.95,220.84,268.97,316.75
3984508,76.05,140.31,182.86,236.61,276.5,316.08
5891210,98.1,175.03,225.96,290.31,338.05,385.44
5781265,71.22,194.39,275.94,378.98,455.41,531.29
18070104,117.13,195.42,247.26,312.75,361.34,409.57
3585678,59.75,199.81,292.55,409.71,496.64,582.92
22460369,80.51,267.92,392.0,548.78,665.09,780.53
89628,0.05,0.07,0.09,0.11,0.13,0.14
8846621,10.88,29.76,42.26,58.05,69.77,81.4
6010004,81.07,140.4,179.68,229.32,266.14,302.69
6458195,78.01,161.82,217.3,287.41,339.42,391.04
6497814,96.4,174.11,225.56,290.56,338.78,386.65
10102614,244.05,454.2,593.34,769.15,899.57,1029.03
20897397,415.41,731.66,941.05,1205.61,1401.87,1596.69
22161878,508.19,987.26,1304.44,1705.2,2002.51,2297.62
1875139,1739.74,2647.22,3248.06,4007.21,4570.39,5129.42
8870072,0.04,0.06,0.08,0.11,0.12,0.14
10243375,0.35,0.74,1.0,1.33,1.57,1.81
7753312,10.58,18.84,24.31,31.22,36.34,41.43
6696814,13.28,24.84,32.5,42.18,49.36,56.49
16214760,12.63,38.92,56.32,78.31,94.62,110.82
9767880,44.58,62.46,74.3,89.25,100.35,111.36
6289497,57.22,99.16,126.94,162.03,188.06,213.9
23460123,83.96,127.41,156.17,192.52,219.48,246.25
9871292,149.02,243.09,305.37,384.07,442.45,500.4
7805733,223.83,391.71,502.86,643.3,747.49,850.91
707416,294.12,556.26,729.82,949.11,1111.8,1273.28
10302639,449.8,738.29,929.3,1170.64,1349.68,1527.4
4495952,1821.82,2848.05,3527.5,4385.99,5022.87,5655.05
16949536,3.15,8.93,12.76,17.6,21.19,24.76
4782153,52.45,85.23,106.94,134.36,154.7,174.9
398350,60.53,131.05,177.73,236.72,280.48,323.92
20150981,69.28,144.53,194.35,257.29,303.99,350.34
22457393,68.99,180.51,254.35,347.64,416.85,485.55
1078299,231.51,398.11,508.41,647.77,751.16,853.78
14626246,350.75,619.29,797.08,1021.72,1188.38,1353.8
1530257,2.14,7.42,10.92,15.33,18.61,21.86
4197356,14.6,30.03,40.25,53.16,62.73,72.24
1313213,40.14,59.26,71.92,87.92,99.78,111.56
19334265,33.01,59.33,76.77,98.79,115.13,131.35
23956076,70.28,97.18,114.99,137.49,154.18,170.75
13070812,45.99,97.45,131.52,174.56,206.5,238.2
14416871,48.31,105.38,143.17,190.92,226.34,261.5
4651944,64.05,115.49,149.55,192.59,224.52,256.21
3503647,90.56,147.61,185.38,233.11,268.51,303.66
15811451,163.87,272.19,343.91,434.53,501.76,568.48
1078791,104.12,295.26,421.81,581.71,700.33,818.08
20773700,67.74,310.44,471.13,674.15,824.77,974.27
13295584,5.3,10.02,13.15,17.09,20.02,22.93
5526143,10.15,24.25,33.58,45.37,54.12,62.81
1278616,19.27,52.17,73.95,101.48,121.89,142.16
8944453,28.11,60.85,82.52,109.91,130.22,150.39
7086793,34.69,67.68,89.52,117.11,137.58,157.9
9513796,43.88,68.72,85.17,105.95,121.36,136.66
24081559,40.79,71.13,91.22,116.6,135.43,154.12
19314160,89.74,167.63,219.19,284.35,332.69,380.67
19674799,210.44,367.52,471.52,602.92,700.4,797.17
8242324,235.79,515.31,700.38,934.22,1107.69,1279.88
1825540,1226.38,1833.25,2235.05,2742.73,3119.35,3493.2
23481707,0.88,3.33,4.96,7.01,8.54,10.05
24478903,27.13,35.38,40.85,47.76,52.88,57.97
7346887,11.2,46.75,70.28,100.01,122.07,143.97
943070051,56.08,159.24,227.54,313.83,377.85,441.4
2598631,85.83,176.81,237.04,313.15,369.61,425.65
13733388,152.27,444.62,638.18,882.74,1064.18,1244.27
20957256,305.19,547.86,708.53,911.53,1062.13,1211.62
7607997,342.27,598.23,767.71,981.83,1140.69,1298.37
23844703,675.65,892.16,1035.5,1216.62,1350.98,1484.35
7500508,573.91,992.93,1270.36,1620.89,1880.93,2139.05
22161670,13.16,25.45,33.58,43.86,51.49,59.06
21926169,19.15,32.27,40.96,51.93,60.07,68.15
8521381,20.47,37.15,48.2,62.15,72.5,82.78
3838999,28.52,92.54,134.93,188.48,228.21,267.65
17632398,18.61,109.22,169.21,245.0,301.23,357.05
22539070,128.33,210.71,265.25,334.17,385.29,436.04
532681,189.11,356.14,466.73,606.46,710.12,813.01
23970253,944.44,1418.55,1732.46,2129.08,2423.32,2715.38
6865553,1.2,2.81,3.88,5.23,6.23,7.22
802939,4.41,6.11,7.24,8.66,9.72,10.77
17543587,32.26,66.93,89.89,118.9,140.42,161.78
17495175,66.23,94.64,113.45,137.21,154.84,172.35
9535391,39.76,105.94,149.76,205.12,246.2,286.97
14033905,58.62,120.13,160.85,212.3,250.47,288.36
9869744,150.6,249.43,314.86,397.54,458.87,519.75
21770953,132.37,301.26,413.08,554.37,659.18,763.22
9329460,220.01,424.84,560.46,731.81,858.93,985.11
10273246,0.0,0.01,0.01,0.01,0.01,0.02
19618596,1.95,3.04,3.75,4.66,5.33,6.0
2889346,1.27,7.04,10.86,15.69,19.27,22.83
17556267,10.7,22.42,30.18,39.99,47.26,54.48
8573687,11.74,22.95,30.37,39.75,46.71,53.62
4709644,27.39,71.27,100.33,137.04,164.27,191.3
14397246,45.24,103.46,142.0,190.71,226.84,262.7
24537996,106.5,166.06,205.5,255.33,292.3,329.0
22458531,35.88,235.99,368.49,535.89,660.08,783.35
8272227,170.69,298.38,382.92,489.74,568.98,647.64
2091737,392.47,613.4,759.68,944.5,1081.61,1217.71
23064723,739.83,1016.06,1198.94,1430.01,1601.43,1771.59
17866812,8.12,18.99,26.2,35.29,42.04,48.74
10264038,36.79,64.72,83.21,106.57,123.9,141.1
23637976,61.67,121.5,161.12,211.17,248.3,285.15
2044921,91.14,146.59,183.31,229.7,264.11,298.27
9614641,229.58,357.18,441.65,548.39,627.58,706.18
1438379,189.18,369.46,488.83,639.64,751.52,862.58
10264298,319.63,515.58,645.32,809.24,930.85,1051.56
17810814,464.23,757.68,951.97,1197.46,1379.58,1560.35
8935398,4.74,14.77,21.41,29.8,36.03,42.21
11120317,8.69,19.65,26.91,36.07,42.87,49.62
8245912,20.4,36.21,46.67,59.9,69.71,79.44
16896286,30.4,50.14,63.21,79.72,91.96,104.12
7328002,18.97,122.55,191.13,277.79,342.07,405.88
23141953,128.9,192.34,234.34,287.42,326.79,365.87
17663281,113.49,342.67,494.41,686.13,828.36,969.54
7224014,175.91,343.48,454.43,594.62,698.62,801.85
9150508,229.19,358.78,444.59,553.0,633.43,713.26
1234373,0.72,1.16,1.46,1.83,2.1,2.38
4651042,2.58,4.77,6.23,8.07,9.43,10.79
6128513,6.98,10.59,12.99,16.01,18.25,20.48
24081621,7.66,15.29,20.34,26.72,31.46,36.16
1338068,54.99,81.57,99.17,121.4,137.9,154.27
6105951,49.63,86.19,110.4,140.99,163.69,186.21
11714631,18.71,93.02,142.23,204.39,250.51,296.29
6668523,57.07,100.8,129.75,166.34,193.48,220.42
12327527,57.0,101.87,131.57,169.11,196.95,224.59
10997281,25.52,131.08,200.96,289.27,354.78,419.8
19604615,118.51,183.04,225.77,279.76,319.81,359.57
17261127,196.26,398.28,532.04,701.05,826.42,950.88
9945090,334.12,635.01,834.24,1085.95,1272.69,1458.05
8590894,453.39,784.06,1003.0,1279.62,1484.84,1688.54
20105349,931.44,1369.49,1659.52,2025.98,2297.84,2567.69
24451447,1031.19,1430.88,1695.51,2029.87,2277.92,2524.13
24294084,7.36,14.05,18.48,24.08,28.23,32.35
17596109,23.13,51.77,70.73,94.68,112.45,130.1
15966993,46.48,75.17,94.16,118.16,135.96,153.63
5217097,79.87,120.05,146.65,180.27,205.2,229.96
1825494,98.42,161.14,202.66,255.13,294.05,332.69
14569114,0.36,2.27,3.54,5.13,6.32,7.5
22336303,1.35,2.79,3.75,4.95,5.85,6.73
14597053,7.65,14.58,19.17,24.96,29.26,33.53
9480708,17.17,53.52,77.59,108.0,130.56,152.96
12010600,27.51,65.51,90.67,122.46,146.04,169.44
22593537,25.24,87.88,129.36,181.77,220.64,259.23
8744593,139.35,304.2,413.35,551.25,653.56,755.11
4779053,230.93,394.29,502.45,639.1,740.48,841.11
21476322,0.27,3.51,5.66,8.37,10.38,12.38
23551758,22.68,35.13,43.37,53.79,61.52,69.19
10163686,25.15,43.57,55.76,71.16,82.59,93.93
4482733,25.67,57.67,78.85,105.62,125.47,145.18
17399125,38.31,90.15,124.47,167.83,200.0,231.93
11687360,35.08,97.94,139.57,192.15,231.17,269.89
22913128,73.03,118.63,148.82,186.96,215.25,243.34
13133805,150.05,257.68,328.93,418.97,485.76,552.05
6722249,198.8,349.02,448.47,574.13,667.36,759.89
5907079,145.92,371.45,520.78,709.45,849.41,988.35
21897353,223.42,374.45,474.44,600.78,694.51,787.54
23743770,355.49,559.0,693.73,863.98,990.27,1115.63
6026308,359.81,708.68,939.67,1231.52,1448.03,1662.95
9316375,523.27,1083.55,1454.51,1923.21,2270.92,2616.07
24293942,1.82,2.9,3.61,4.51,5.17,5.83
8919967,4.14,9.58,13.19,17.75,21.13,24.48
3060622,14.05,26.55,34.82,45.27,53.02,60.72
15169531,27.9,42.84,52.74,65.24,74.51,83.71
2044851,21.93,45.88,61.74,81.78,96.65,111.4
4389645,72.63,135.47,177.08,229.65,268.65,307.37
6162965,96.91,150.56,186.08,230.95,264.25,297.29
12034959,117.09,188.44,235.69,295.38,339.66,383.62
15810467,162.02,268.68,339.3,428.53,494.72,560.43
3839167,378.35,818.79,1110.4,1478.85,1752.19,2023.51
7756168,2704.16,4357.73,5452.53,6835.83,7862.03,8880.66
10163998,9394.06,12789.91,15038.25,17879.04,19986.51,22078.41
11230250,1.25,2.93,4.05,5.45,6.5,7.54
11687048,10.0,23.95,33.19,44.86,53.52,62.11
5670899,20.02,56.78,81.11,111.86,134.68,157.32
11915507,36.28,82.16,112.53,150.91,179.39,207.65
3808755,82.57,131.29,163.55,204.31,234.54,264.56
16896616,83.01,154.22,201.37,260.94,305.13,349.0
19470295,169.65,268.46,333.88,416.54,477.86,538.73
1813331,237.03,506.45,684.83,910.21,1077.41,1243.37
24688709,2210.84,3731.16,4737.75,6009.58,6953.1,7889.65
11687548,16.18,48.09,69.21,95.9,115.69,135.35
3405683,66.23,105.56,131.6,164.5,188.91,213.14
10783402,77.53,128.52,162.28,204.94,236.59,268.0
2463033,42.7,133.92,194.32,270.64,327.26,383.46
1948129,104.66,196.05,256.55,333.0,389.71,446.01
18990328,1249.55,2598.32,3491.32,4619.64,5456.68,6287.55
943020141,0.03,0.26,0.41,0.6,0.74,0.88
14704932,1.86,3.83,5.13,6.78,8.0,9.21
20802263,2.45,12.53,19.21,27.64,33.9,40.11
20705539,4.31,18.94,28.62,40.86,49.93,58.94
11689692,11.75,21.29,27.6,35.57,41.49,47.36
12323087,8.06,23.1,33.06,45.65,54.98,64.25
12778579,390.68,590.74,723.2,890.56,1014.72,1137.97
21214305,0.39,5.88,9.51,14.1,17.51,20.89
9692468,19.62,32.34,40.77,51.41,59.31,67.15
16794845,10.28,32.36,46.97,65.44,79.14,92.74
9769472,24.69,32.66,37.94,44.61,49.56,54.47
1234461,25.98,35.8,42.3,50.52,56.61,62.66
3286312,32.31,54.03,68.41,86.58,100.06,113.44
194423,127.3,167.63,194.33,228.06,253.08,277.92
166174609,111.82,170.03,208.57,257.27,293.4,329.26
678895,43.19,194.37,294.47,420.95,514.78,607.91
8547459,147.91,298.43,398.09,524.0,617.41,710.13
7817394,244.71,400.27,503.26,633.39,729.93,825.75
3723325,210.65,474.34,648.93,869.52,1033.17,1195.61
19095401,0.35,2.01,3.11,4.5,5.53,6.55
12326033,5.64,12.84,17.6,23.62,28.08,32.52
12005979,11.27,18.85,23.87,30.21,34.91,39.58
3624451,19.66,34.54,44.39,56.84,66.08,75.25
17082139,45.28,73.57,92.3,115.98,133.53,150.97
8441257,55.88,97.62,125.26,160.18,186.08,211.8
16877194,45.38,110.25,153.2,207.47,247.73,287.7
9698971,166.94,260.57,322.56,400.88,458.99,516.66
8627301,175.76,307.37,394.5,504.6,586.27,667.34
721640,291.88,406.02,481.59,577.07,647.91,718.22
7017471,283.56,477.24,605.47,767.49,887.68,1006.99
10264274,4.05,8.02,10.65,13.96,16.43,18.87
11137442,18.45,44.6,61.91,83.79,100.01,116.12
4482885,48.78,104.58,141.53,188.21,222.84,257.22
1166585,33.27,162.76,248.49,356.81,437.18,516.94
22152441,107.08,184.99,236.57,301.74,350.09,398.09
10827864,71.18,205.89,295.08,407.78,491.38,574.37
5558060,905.35,1662.74,2164.2,2797.8,3267.84,3734.4
8401391,5.23,10.94,14.72,19.49,23.03,26.55
14611966,0.78,13.56,22.03,32.72,40.65,48.52
2454518,9.29,17.78,23.4,30.51,35.78,41.01
6128987,16.4,24.57,29.98,36.82,41.89,46.93
24183920,14.74,27.22,35.48,45.92,53.67,61.36
18384141,23.37,36.57,45.31,56.35,64.54,72.67
13660637,16.09,46.36,66.41,91.74,110.53,129.18
2823750,117.19,197.69,250.99,318.33,368.29,417.88
20348919,82.07,210.78,296.0,403.67,483.55,562.83
7446307,153.59,323.51,436.01,578.15,683.61,788.28
17864594,347.51,601.2,769.17,981.39,1138.83,1295.11
9168348,906.74,1713.93,2248.36,2923.61,3424.56,3921.8
14730982,27.63,48.14,61.71,78.87,91.59,104.22
1042497,60.66,126.97,170.87,226.34,267.49,308.33
7850579,60.31,184.4,266.56,370.38,447.39,523.83
3483935,121.48,195.8,245.01,307.18,353.3,399.08
18508640,395.35,607.49,747.94,925.4,1057.06,1187.74
11619101,1723.4,2873.57,3635.08,4597.26,5311.05,6019.58
12005891,4.01,6.01,7.33,8.99,10.23,11.46
4150904,6.11,11.93,15.78,20.65,24.25,27.84
8934074,25.43,31.98,36.31,41.79,45.85,49.89
14665387,8.83,35.95,53.91,76.6,93.43,110.13
12163888,20.74,39.04,51.15,66.46,77.81,89.09
19315642,26.63,41.08,50.65,62.74,71.72,80.62
4085656,41.32,84.25,112.68,148.59,175.23,201.68
17609017,55.02,194.43,286.74,403.37,489.89,575.77
22079907,219.6,327.71,399.29,489.73,556.82,623.42
8932092,160.13,361.62,495.02,663.57,788.61,912.73
6497138,14.26,23.58,29.75,37.55,43.34,49.08
9700085,66.96,107.87,134.96,169.19,194.58,219.78
8449082,63.71,120.14,157.5,204.71,239.73,274.49
1262793,71.02,152.25,206.03,273.98,324.39,374.43
5495852,66.02,161.0,223.89,303.34,362.29,420.8
24537890,145.6,204.63,243.72,293.1,329.73,366.1
3727673,158.65,286.56,371.24,478.24,557.62,636.41
2441678,163.85,374.3,513.64,689.7,820.31,949.95
10294852,268.47,502.91,658.12,854.23,999.72,1144.14
15640871,968.06,1388.1,1666.2,2017.58,2278.26,2537.01
16918144,5.44,9.72,12.56,16.14,18.8,21.44
23981299,13.71,21.67,26.93,33.59,38.52,43.42
3539305,62.6,149.33,206.75,279.3,333.12,386.55
11582436,65.21,153.17,211.4,284.98,339.56,393.74
4197880,108.29,224.7,301.77,399.15,471.39,543.1
24248656,212.18,322.95,396.3,488.96,557.71,625.95
8320019,215.17,347.29,434.76,545.28,627.27,708.65
2464389,175.92,395.26,540.49,723.98,860.1,995.22
4552334,693.06,1074.69,1327.37,1646.63,1883.47,2118.57
15823339,1184.8,1830.72,2258.38,2798.72,3199.58,3597.48
14172539,0.7,1.91,2.72,3.74,4.5,5.25
20572245,1.15,3.64,5.29,7.38,8.92,10.46
20850229,4.82,13.39,19.06,26.23,31.54,36.82
25253157,27.37,48.98,63.29,81.37,94.78,108.09
8139414,31.51,58.94,77.1,100.05,117.07,133.96
939010254,41.81,90.06,122.01,162.37,192.32,222.04
8891014,62.05,95.75,118.07,146.26,167.18,187.95
19093303,31.32,118.38,176.03,248.87,302.9,356.54
19273960,62.09,122.28,162.13,212.48,249.83,286.9
15614242,72.35,128.56,165.78,212.81,247.69,282.32
22720339,74.4,142.79,188.07,245.29,287.73,329.86
9735864,97.69,185.35,243.4,316.73,371.14,425.14
23894004,222.31,345.85,427.64,530.99,607.65,683.76
23399223,0.0,0.0,0.0,0.0,0.0,0.0
18374906,47.21,71.06,86.84,106.79,121.58,136.27
6415544,63.63,111.28,142.83,182.69,212.27,241.62
21712124,74.65,120.18,150.33,188.43,216.69,244.74
1630223,38.95,145.47,215.99,305.1,371.2,436.82
17309794,210.64,466.71,636.24,850.46,1009.37,1167.11
17813236,460.68,754.15,948.45,1193.95,1376.07,1556.85
9859077,14.33,20.24,24.15,29.09,32.75,36.39
6249966,16.82,37.57,51.31,68.67,81.54,94.33
11313919,147.01,327.06,446.27,596.9,708.64,819.55
7600551,158.64,357.38,488.97,655.22,778.56,900.99
6731463,821.01,1408.98,1798.27,2290.13,2655.03,3017.23
16754686,0.41,1.06,1.49,2.04,2.44,2.84
2677654,4.72,6.78,8.13,9.85,11.12,12.39
7222416,8.11,22.84,32.6,44.93,54.08,63.16
4505866,28.99,59.47,79.66,105.16,124.08,142.86
14828113,35.01,82.26,113.55,153.08,182.4,211.51
6249904,60.35,91.01,111.31,136.96,155.99,174.87
8505740,51.16,92.03,119.08,153.27,178.64,203.81
686037,22.84,93.63,140.5,199.72,243.65,287.26
23718793,69.11,113.18,142.35,179.22,206.56,233.71
19751035,81.44,134.66,169.9,214.42,247.45,280.24
4185679,85.11,136.9,171.19,214.51,246.66,278.56
1318968,92.61,145.03,179.74,223.59,256.12,288.41
19376616,83.42,153.68,200.21,258.99,302.6,345.89
4741899,130.52,212.63,266.99,335.68,386.64,437.22
8933706,116.76,227.33,300.53,393.03,461.64,529.75
4721533,112.32,232.2,311.57,411.86,486.26,560.11
8127529,191.58,288.58,352.8,433.95,494.15,553.9
8778141,19.61,33.35,42.46,53.95,62.48,70.95
5908375,57.15,143.56,200.78,273.06,326.69,379.92
1520237,41.19,144.64,213.13,299.67,363.87,427.59
9745124,82.28,156.88,206.26,268.66,314.95,360.9
8139444,101.06,178.22,229.3,293.85,341.73,389.26
18566179,119.65,226.35,297.0,386.27,452.49,518.23
3170312,87.49,247.81,353.95,488.06,587.56,686.31
19303413,203.35,326.86,408.63,511.95,588.6,664.69
24285572,349.95,530.67,650.33,801.51,913.67,1025.0
6610140,410.34,704.9,899.92,1146.33,1329.13,1510.58
23930602,523.72,1035.37,1374.12,1802.14,2119.67,2434.86
21719268,666.15,1201.18,1555.42,2003.0,2335.04,2664.63
22220525,3.44,6.42,8.4,10.9,12.75,14.59
9147582,21.13,33.18,41.15,51.22,58.7,66.12
